ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
n1000-402,390000,2,2,1,30,0,0,0,0,0,0,98984,102158,96446,87912,89991,91470,5700,4000,3200,3500,3100,3000
n1000-403,80000,1,1,1,33,0,0,0,0,0,0,75593,71643,49481,38427,34683,159,2503,1508,1500,1600,279,0
n1000-404,140000,1,2,2,45,0,0,0,0,0,0,36856,27919,24865,22892,50652,47334,1500,1273,607,41774,1712,1563
n1000-405,480000,2,2,2,48,-1,-1,-1,-1,-1,-1,2475,995,3647,7621,1735,302818,1000,3652,7626,1740,302823,19608
n1000-406,80000,1,2,1,36,-1,-1,0,0,0,0,9097,31091,34651,26569,20082,25535,31091,20000,5000,10000,10000,0
n1000-407,50000,1,2,2,35,1,2,2,0,0,2,40624,41381,40416,41395,44063,44587,1700,0,1650,3505,1400,1700
n1000-408,20000,1,2,2,24,0,0,0,0,-2,-2,18186,19086,19618,0,0,0,1500,1000,0,0,0,0
n1000-409,360000,2,1,1,52,-1,-1,-1,-1,-1,-1,7542,6302,4719,1577,1577,21220,6302,4719,1577,1577,21220,10744
n1000-410,30000,2,3,0,46,1,2,2,2,2,2,20143,19532,22194,21542,24022,25473,0,3000,0,3000,2000,0
n1000-411,180000,2,1,2,32,-2,-2,-2,-2,-2,-2,10989,228,1540,0,0,0,228,1541,0,0,0,0
n1000-412,20000,2,1,2,22,1,2,2,0,0,2,11087,11712,11164,11395,11927,9186,1100,0,289,594,0,50
n1000-413,50000,1,2,2,22,0,0,0,0,0,0,49551,42517,35458,19778,19929,19790,1707,1321,687,705,811,874
n1000-414,380000,1,1,1,55,0,0,0,0,0,0,126880,130324,152869,137442,82800,42083,7000,25390,10000,20000,1659,1600
n1000-415,160000,1,2,1,31,0,0,0,0,2,0,54835,46575,7169,9036,8749,9447,3500,2000,2000,0,1000,500
n1000-416,20000,2,2,2,22,-1,0,0,-1,-1,-2,11999,3617,4165,6323,0,0,1062,1000,10488,0,0,0
n1000-417,340000,2,2,1,39,-2,-2,-2,-2,-2,-2,93767,65758,353,5674,3344,3406,65758,359,5674,3692,3406,2622
n1000-418,30000,2,2,2,21,-1,-1,0,0,-1,-1,290,12115,11306,3562,1621,1307,20002,1101,1,1724,1408,0
n1000-419,80000,2,1,2,23,0,0,0,0,0,0,24215,30798,30350,32469,32663,34909,10000,2000,2500,2000,3000,1000
n1000-420,210000,1,2,2,26,0,0,0,0,0,0,206714,197252,140440,122678,120215,112973,7868,5000,5004,4500,3950,3800
n1000-421,90000,1,1,1,34,2,0,0,0,0,0,54933,55460,56599,58155,60058,61250,2009,2057,2500,3000,2189,2282
n1000-422,20000,2,2,2,39,4,3,2,0,0,0,11553,11081,11021,11240,11476,11708,0,420,402,417,423,1472
n1000-423,210000,2,1,2,27,0,0,0,0,0,-1,99050,17924,19123,20650,0,1136,1301,1500,2000,0,1136,67412
n1000-424,70000,1,3,1,42,0,0,2,2,2,2,26550,28208,28642,30670,31133,31965,2400,1200,2820,1100,1500,1300
n1000-425,130000,2,2,2,31,0,0,0,0,0,0,80533,42126,44370,85115,69011,70460,1816,3060,69000,2578,2671,2888
n1000-426,2.00E+05,2,3,1,50,0,0,0,0,0,0,141886,141771,141129,134295,135962,112870,7000,8000,4100,4200,4300,4500
n1000-427,280000,1,1,2,31,-1,-1,-2,-1,-1,-1,2158,-2,-2,5823,2900,42128,0,0,5825,2915,42338,2419
n1000-428,150000,1,4,1,41,0,0,0,0,0,0,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000
n1000-429,270000,2,1,2,29,0,0,0,0,0,0,125120,102046,91426,93262,96104,98374,4000,2969,3000,4000,3500,3450
n1000-430,50000,2,2,2,24,0,0,0,0,0,0,16090,50912,34027,9568,9913,10132,36027,1807,1000,500,400,500
n1000-431,240000,2,2,1,40,-1,-1,-1,-1,-1,-1,4480,1725,10062,8662,4566,3915,1735,10096,8675,4566,3927,2529
n1000-432,50000,2,3,1,59,1,2,0,0,0,0,44977,43981,44996,45736,46748,47816,0,2045,1785,1900,2000,2210
n1000-433,50000,2,1,1,34,0,0,0,0,0,0,42980,44015,45284,46186,47440,48453,1731,2000,1655,2000,1800,2000
n1000-434,5.00E+05,2,1,1,33,-2,-2,-2,-2,-2,-2,363,2089,4822,48741,92978,0,2089,4822,48741,92978,0,39037
n1000-435,60000,2,3,1,36,1,2,2,2,0,0,57285,61118,61947,60353,4980,2160,5336,2550,16,0,0,0
n1000-436,20000,1,2,2,22,3,2,2,2,0,0,12553,14551,15016,14480,15093,17077,2500,1000,0,1000,2400,0
n1000-437,110000,1,1,2,29,0,0,0,0,0,0,109241,109833,108778,74692,77912,49264,5209,3009,1494,3220,2004,72677
n1000-438,230000,2,1,1,36,-2,-2,-2,-2,-2,-2,3240,0,0,0,0,0,0,0,0,0,0,0
n1000-439,80000,1,1,1,28,0,0,-2,-2,-2,-2,78429,0,0,0,0,0,0,0,0,0,0,0
n1000-440,50000,2,1,2,30,0,0,0,2,2,2,19930,36105,29604,27764,28656,29087,28019,13000,0,2000,1000,5000
n1000-441,1.00E+05,1,1,2,26,0,0,0,0,0,0,50848,51118,48443,50352,51399,53078,3000,3000,3000,3000,3000,3000
n1000-442,470000,1,1,1,39,-1,0,0,0,0,0,79455,74993,48344,45433,45853,21158,2348,1542,1041,2019,789,5013
n1000-443,50000,2,2,1,55,0,0,2,0,0,0,37984,41234,37701,28181,28711,29368,3900,0,1300,1100,1100,1000
n1000-444,230000,2,2,2,30,-1,-1,-1,0,0,-1,1243,113,7978,2831,3518,846,113,8178,500,1000,846,0
n1000-445,210000,2,3,1,52,-1,-1,-1,-1,-1,-1,65265,38627,142285,22092,35141,56188,39000,150109,180,58000,56200,20000
n1000-446,450000,2,1,2,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,600,2300,0,0,412,3146
n1000-447,1.00E+05,2,3,3,43,0,0,0,0,0,0,62300,63759,64448,38500,39469,40653,2464,1902,1378,1589,2000,1506
n1000-448,80000,1,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390
n1000-449,150000,2,1,1,38,-1,-1,-2,-2,-2,-1,750,0,0,0,0,2040,0,0,0,0,2040,13061
n1000-450,120000,2,1,2,26,0,0,0,0,0,0,112774,115733,91961,94433,97787,87413,5000,3500,4000,5000,3500,3500
n1000-451,290000,2,2,1,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,2334,707,2145,1599,5419,5039
n1000-452,30000,2,1,2,36,0,0,2,0,-1,-1,14254,16598,15908,16029,6501,0,2890,0,321,6501,0,0
n1000-453,30000,1,2,3,43,2,2,2,2,2,2,14870,16327,16762,17182,17760,17327,2000,1000,1000,1000,0,1000
n1000-454,390000,1,1,1,41,2,2,2,2,2,2,167795,171245,167317,175283,179140,182864,7299,0,12000,6500,6500,0
n1000-455,20000,1,1,2,26,1,2,0,0,0,0,15397,10403,7207,7351,7512,8380,0,1500,264,280,1000,813
n1000-456,2.00E+05,2,1,2,31,-1,-1,0,0,0,-1,1041,1053,3042,1381,1381,27106,2000,2011,0,0,27106,35200
n1000-457,160000,2,2,2,36,-2,-2,-1,-1,-1,-1,2992,1300,8899,6257,-1197,12151,1300,12038,10696,613,14262,0
n1000-458,50000,1,3,2,53,0,0,0,0,0,0,48019,49127,43711,33626,19371,19808,2279,1902,1000,841,900,692
n1000-459,440000,1,3,1,47,0,-1,-1,-1,-1,-1,98161,1238,1238,1238,1238,2165,1238,1238,1238,1238,2165,150000
n1000-460,30000,2,2,2,22,0,0,0,0,0,0,30123,30299,27758,22720,19136,14452,1600,2000,2000,614,924,0
n1000-461,240000,2,1,2,42,0,0,0,0,0,0,238107,242159,225695,210199,208307,203779,12067,10009,10000,10000,10000,30296
n1000-462,5.00E+05,2,2,1,66,-1,-1,-1,-1,-1,-1,3718,1755,2988,11645,13237,303512,1755,2988,11645,13237,303512,0
n1000-463,240000,1,2,1,33,0,0,0,0,0,-1,23486,19867,14653,8626,0,1128,3000,2000,0,1790,1128,0
n1000-464,30000,2,2,1,27,2,2,2,3,3,4,26648,27536,28203,29048,29903,30431,1600,1400,1600,1600,1600,1000
n1000-465,3.00E+05,1,3,1,37,-1,-1,-1,-1,-1,-1,4926,2847,3351,1961,4409,2503,2855,3357,1965,4419,2509,1139
n1000-466,1.00E+05,2,1,1,58,1,2,2,2,2,2,27044,26325,30882,30090,34419,33714,0,5000,0,5000,0,5000
n1000-467,50000,1,1,2,57,0,0,0,0,0,0,51102,50484,49175,21944,20142,18728,2500,2158,927,696,1000,374
n1000-468,240000,1,1,1,36,0,0,0,0,2,2,14559,15513,17242,18450,18013,19406,1500,2000,1500,0,1700,700
n1000-469,2.00E+05,2,1,1,32,-1,2,-1,-1,0,-1,220,110,110,11946,32836,110,0,110,11946,21000,110,0
n1000-470,360000,1,1,2,34,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0
n1000-471,5.00E+05,2,1,2,32,0,0,0,0,0,0,298809,304686,307591,312314,318647,325369,12475,12650,11354,11545,12000,11000
n1000-472,1.00E+05,1,1,2,39,-1,-1,-1,-1,-1,-1,1442,1261,1411,1411,1075,1139,1261,1411,1411,1075,1500,0
n1000-473,50000,2,1,2,24,0,0,0,0,0,0,49144,48202,43656,29466,29936,30350,1837,1462,1038,1086,1069,1034
n1000-474,410000,2,2,2,42,0,0,0,-1,-1,0,37492,33535,7267,14190,132106,289397,1625,1031,14224,132116,163020,10014
n1000-475,4.00E+05,1,3,2,35,-1,-1,-1,-2,-2,-1,92,101,-42,-42,-42,1058,101,0,0,0,1100,1100
n1000-476,50000,1,2,1,30,0,0,0,0,0,0,14040,14903,7288,6662,4920,6060,1152,1032,166,149,2000,68
n1000-477,230000,2,1,2,34,1,-1,0,-1,-1,-1,1103,16234,68813,4427,13882,41463,16286,65280,4446,13949,41660,9005
n1000-478,30000,1,2,1,54,0,0,0,0,3,2,6551,8482,10184,12408,11922,12167,2049,1851,2400,0,587,0
n1000-479,210000,1,1,2,26,0,0,0,0,0,0,204824,209873,214775,111893,107697,105578,10000,10000,5000,4000,4000,4000
n1000-480,360000,2,1,2,29,1,-2,-1,0,0,-1,0,0,70010,71610,73610,317,0,70010,2000,2000,317,11892
n1000-481,5.00E+05,2,2,1,37,0,0,0,0,0,0,207205,208827,203696,201655,202938,202136,9755,7414,6940,7299,8021,19384
n1000-482,310000,1,1,1,37,0,0,0,0,0,0,190704,194111,144855,149146,198027,202293,7787,6000,7000,75593,7000,7000
n1000-483,2.00E+05,1,2,1,40,1,2,2,0,-1,0,303719,268163,228720,234177,201490,190721,5133,0,5857,202076,6726,5346
n1000-484,50000,1,3,2,26,2,0,0,2,2,2,41827,42650,45930,44891,47654,48721,1800,4000,0,3500,2000,0
n1000-485,310000,2,2,1,34,0,0,0,0,0,0,87842,42594,26198,26766,27341,28891,3021,1600,1000,1000,2000,3000
n1000-486,30000,1,2,2,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
n1000-487,390000,2,2,2,28,0,0,0,0,0,0,116720,121588,121854,90634,84353,57677,7000,5000,4000,5000,10000,20000
n1000-488,290000,1,1,2,28,0,0,0,0,0,0,162118,150366,148949,141711,122755,216138,6000,6000,5000,10000,1.00E+05,7681
n1000-489,3.00E+05,1,2,1,38,-1,-1,-1,0,0,-1,374,1685,1485,990,495,495,2000,1485,0,0,495,495
n1000-490,20000,2,1,2,22,-1,-1,-2,-2,-2,-2,18356,0,0,0,0,0,0,0,0,0,0,0
n1000-491,230000,2,1,1,32,-2,-2,-2,-2,-2,-2,700,1428,600,0,0,0,1428,600,0,0,0,0
n1000-492,30000,2,2,3,22,0,-1,0,0,0,0,7928,2318,22430,20457,13964,14872,2318,22000,1000,1000,1000,1000
n1000-493,210000,2,2,1,38,-2,-2,-2,-2,-2,-2,390,780,0,0,4853,5190,780,0,0,4853,5190,0
n1000-494,30000,2,3,1,24,2,0,0,0,0,0,27896,29938,30061,29621,27956,29484,2506,1748,1003,1022,2000,1000
n1000-495,190000,2,2,1,35,0,0,0,0,0,0,189420,192058,185995,188649,190700,185912,8900,6700,6699,7400,6900,7400
n1000-496,50000,1,2,3,41,-1,-1,0,0,0,0,780,12667,6713,6452,6188,4048,12667,1055,184,182,153,100
n1000-497,5.00E+05,2,3,1,45,-2,-2,-2,-2,-2,-2,338,338,98,522,285,950,338,98,522,285,950,285
n1000-498,320000,2,2,1,35,-1,0,0,0,0,0,177391,182132,101849,92474,95279,77536,8200,4364,18000,4000,2576,5000
n1000-499,1.00E+05,2,2,1,39,2,2,0,0,0,0,78353,77726,79151,80249,82405,77011,1200,3400,2900,3500,3000,6100
n1000-500,480000,2,2,2,31,-1,-1,-1,-1,-1,-1,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
n1000-501,50000,1,3,2,27,0,0,0,0,0,0,45002,46053,45120,45870,46975,49284,2100,2100,1800,2000,3100,1300
n1000-502,30000,1,3,1,43,1,3,2,2,2,2,22494,21845,21207,23491,22818,24321,0,0,2645,0,2029,1027
n1000-503,50000,1,1,1,41,0,0,0,2,2,2,34384,35503,38931,38006,44357,43516,2000,4000,0,7000,0,2000
n1000-504,50000,1,2,2,33,0,0,0,0,0,0,8406,8418,8347,12321,6294,3333,3000,3000,7508,1000,1000,1500
n1000-505,210000,1,0,2,45,-2,-2,-2,-2,-2,-2,2563,5854,1032,788,3499,3372,5854,1032,788,3565,3372,15381
n1000-506,180000,1,2,1,47,0,0,0,0,0,0,179253,95170,97338,99694,65977,67415,3700,3700,4100,2360,2500,2618
n1000-507,80000,2,2,1,25,0,0,0,0,0,0,76117,76660,46137,48218,48286,48207,2300,2200,3207,2000,2000,2000
n1000-508,460000,2,1,1,34,-1,0,0,0,0,0,11689,12911,15418,22465,25546,36452,2000,3000,8000,4000,16000,6000
n1000-509,110000,2,2,2,24,2,2,2,2,2,2,107378,109604,111661,112299,113035,109678,5500,5300,4000,4000,0,4540
n1000-510,4.00E+05,2,2,2,38,-2,-2,-2,-2,-1,0,0,0,0,0,45374,46306,0,0,0,45374,1113,1129
n1000-511,2.00E+05,2,2,2,43,-2,-2,-2,-2,-2,-2,10000,10000,10000,10301,10000,10000,10000,10000,10301,10000,10000,10000
n1000-512,90000,2,2,1,34,-1,2,-1,-1,-2,-2,336,168,432,0,0,0,0,432,0,0,0,0
n1000-513,50000,2,3,1,53,0,0,0,0,0,0,46778,47770,49009,50593,20218,20645,1770,2009,2593,1000,752,1017
n1000-514,320000,2,3,1,51,-1,-1,-1,-1,-1,0,8391,2855,1021,953,868,872,2869,1026,957,868,4,954
n1000-515,90000,1,2,2,29,0,0,0,0,0,0,85769,87877,89766,63793,24265,25713,3535,3703,2085,1026,2000,2000
n1000-516,30000,1,2,1,48,0,0,0,-1,-1,-1,29428,19950,24514,4083,6234,0,1402,10096,4083,6255,0,0
n1000-517,50000,1,3,1,41,2,2,2,2,-2,-2,20186,15773,13555,0,0,0,2700,103,0,0,0,0
n1000-518,140000,1,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
n1000-519,250000,1,2,1,40,1,2,0,0,0,0,65087,62216,39814,34374,34768,38830,0,2000,1871,1265,4643,3214
n1000-520,480000,1,1,1,43,0,0,0,0,0,0,377420,389573,400693,393892,348733,331930,20000,20000,20005,15000,15000,12000
n1000-521,90000,2,2,1,37,-1,2,-1,2,-1,-1,2330,1073,2323,1073,1073,9699,0,2323,0,1073,9699,10289
n1000-522,2.00E+05,2,1,1,38,-2,-2,-2,-2,-2,-2,5625,12125,13300,3450,13880,5147,12125,13416,3450,13880,5147,1050
n1000-523,170000,2,1,2,40,0,0,0,0,0,0,15442,16869,21014,18517,9058,5035,2000,5020,2000,3000,1000,464
n1000-524,360000,2,2,1,38,-1,-1,-1,0,-1,0,994,0,27566,28558,12495,18906,0,27566,2513,12495,8906,1841
n1000-525,190000,2,2,1,35,0,0,0,0,0,0,187777,189420,192058,185995,188649,190700,8300,8900,6700,6699,7400,6900
n1000-526,2.00E+05,2,2,1,37,0,0,0,-1,-1,0,97645,99894,97400,4283,145769,143712,3952,4500,4283,148192,5133,5108
n1000-527,80000,2,1,2,27,-1,-1,-1,-1,0,-1,993,1528,1138,4130,3740,1404,1528,1499,4130,0,1404,1621
n1000-528,60000,2,3,2,23,0,0,0,0,0,0,60465,60100,58795,47818,28357,29309,3000,2148,3049,3000,3002,1021
n1000-529,110000,2,1,1,28,0,0,0,0,0,2,109474,110723,111125,106828,84729,82910,11602,4238,4316,11190,0,3000
n1000-530,2.00E+05,2,1,2,30,-1,-1,2,2,2,2,182967,194924,75635,94454,60875,41221,15349,10,32000,0,3000,0
n1000-531,60000,2,2,2,26,0,0,0,0,0,0,58117,53986,47413,36527,28170,28963,2400,2050,2011,1200,1400,1200
n1000-532,360000,2,2,2,31,-2,-2,-2,-2,-2,-1,3000,2668,2668,-7,-7,3500,2668,3000,7,0,3507,2500
n1000-533,30000,2,2,2,41,1,2,0,0,0,0,25562,23250,23217,21295,19076,9292,0,1600,1500,1000,1720,0
n1000-534,220000,2,2,2,36,0,0,0,0,0,0,124418,126695,106534,109884,106114,108202,6300,4000,5500,3775,4100,5000
n1000-535,80000,2,2,1,38,0,0,0,0,0,0,29249,28795,27006,23705,18275,18104,1800,1550,1244,751,612,667
n1000-536,50000,2,2,2,48,-1,0,0,0,0,0,47295,30348,24446,25535,26109,26689,4000,1800,1500,1000,1000,1500
n1000-537,220000,2,1,1,38,0,0,0,0,0,0,136269,138972,141900,144764,147657,150749,4967,5160,5233,5278,5464,6121
n1000-538,180000,2,1,2,38,0,-1,0,0,0,0,16056,179490,180360,177460,140738,141830,180040,8200,9607,5103,5237,5000
n1000-539,230000,2,2,1,34,0,0,0,0,0,0,167299,165568,140467,133479,122948,125519,8448,5785,5400,4397,4548,4670
n1000-540,4.00E+05,2,2,1,32,0,0,0,0,0,0,183339,179701,179979,89317,59413,65890,10016,7473,6151,2000,7015,45
n1000-541,30000,2,2,1,33,4,3,2,0,0,2,31087,29545,26270,24966,23834,20859,0,0,2000,2000,0,1200
n1000-542,30000,2,2,2,33,2,0,0,0,0,-1,17011,15720,18443,7138,7638,5884,2000,3000,1000,500,5884,0
n1000-543,5.00E+05,2,1,2,39,-1,-1,-2,-1,0,0,51,-8,-8,10362,21905,23717,0,0,10370,15000,10000,4311
n1000-544,30000,2,2,2,34,1,2,2,0,0,0,16935,17855,17280,18594,18806,19045,1500,0,1606,818,690,695
n1000-545,230000,2,3,1,32,1,2,0,-1,0,-1,167419,16968,7226,1469,690,388,76,3742,1546,0,388,910
n1000-546,130000,2,2,1,35,0,0,0,0,0,0,125989,127884,128231,127677,125675,127318,6500,6500,6201,5000,5500,5100
n1000-547,30000,2,3,1,54,0,0,0,0,2,0,24285,25379,26964,29307,28537,30378,1500,2000,2800,0,2300,2500
n1000-548,130000,2,1,2,51,0,0,0,0,0,0,73903,74661,75593,78110,81793,86452,6000,5002,6000,5000,6000,4000
n1000-549,1.00E+05,2,1,1,51,0,0,0,0,0,0,94247,87079,89076,91143,77655,78518,3200,3400,3700,2800,2900,3100
n1000-550,50000,2,2,2,53,2,2,2,0,0,2,3914,7419,7156,8492,9515,9287,3591,0,1500,1100,0,300
n1000-551,80000,2,2,1,54,2,2,2,2,2,2,48298,49402,50416,51293,50170,53391,2200,2100,2000,0,4200,2100
n1000-552,10000,1,2,2,23,-1,0,0,0,0,-2,10078,8886,8815,9600,0,0,1300,1300,1000,0,0,0
n1000-553,150000,1,2,2,23,2,0,0,-1,0,0,17635,151686,147474,7474,8173,87500,135018,3000,120000,823,80000,3684
n1000-554,10000,1,2,1,27,4,3,3,2,3,2,3462,4150,3940,4720,4500,4282,900,0,1000,0,0,433
n1000-555,30000,1,2,2,24,2,-1,-1,-2,-2,-2,390,780,0,0,0,0,780,0,0,0,0,0
n1000-556,80000,1,1,2,29,0,0,0,0,0,0,79048,80676,78311,80777,79306,79195,3000,3100,7000,3200,3500,3200
n1000-557,50000,1,3,1,30,2,2,2,0,0,0,15397,17699,17127,18076,17061,17419,2882,0,1259,591,613,608
n1000-558,10000,1,3,1,30,0,0,0,3,2,0,7470,8315,11267,10626,10160,10052,1141,3258,0,0,357,400
n1000-559,150000,1,2,1,36,2,2,0,0,0,0,88655,86333,88931,92441,102903,105240,0,4000,5000,12000,4000,6000
n1000-560,80000,1,1,1,36,1,2,3,2,-1,-1,8415,10305,9979,1261,1261,1261,2181,0,0,1261,1261,1261
n1000-561,360000,1,1,2,30,-2,-2,-2,-2,-2,-2,1246,17234,387,776,810,0,17328,388,779,814,0,0
n1000-562,230000,1,2,3,37,-1,0,0,0,0,-1,11770,16479,20474,26492,326,1056,10000,5000,16492,0,1056,326
n1000-563,240000,1,3,2,41,0,0,0,0,0,0,218435,205981,187258,189435,145032,147370,5778,17020,5268,4179,4903,4236
n1000-564,30000,1,3,3,52,1,2,2,3,2,2,23819,23144,28066,27321,27571,29300,0,5637,0,1000,2332,0
n1000-565,50000,2,2,2,22,0,0,0,0,0,0,24775,25971,26666,27324,29596,26226,2001,1501,1501,3001,919,3501
n1000-566,20000,2,2,2,22,1,-1,-1,-2,-2,-2,3843,396,0,0,0,0,2000,0,0,0,0,0
n1000-567,30000,2,1,2,23,0,0,0,0,0,0,27013,26590,26249,22721,17650,25602,1470,1889,1400,384,1000,0
n1000-568,70000,2,3,2,25,2,0,0,0,0,0,70963,71056,70850,70823,71006,70828,2527,2615,2500,3000,2600,3000
n1000-569,30000,2,3,2,22,2,2,0,0,0,0,29793,29008,29047,29507,11609,11711,0,1687,1147,524,400,666
n1000-570,50000,2,2,2,23,0,0,0,0,0,0,46968,36912,32616,29788,27562,26129,1600,1500,1500,1200,1078,951
n1000-571,150000,2,2,2,27,1,-2,-2,-2,-1,-1,0,0,0,0,699,1170,0,0,0,699,1170,1173
n1000-572,60000,2,3,2,26,0,0,0,0,0,0,27402,26455,28017,25011,28143,24712,1500,4022,1500,3500,1000,1000
n1000-573,120000,2,1,2,26,0,0,0,0,0,0,103452,104546,105326,111987,112652,114337,4000,4000,10000,4000,5000,4200
n1000-574,240000,2,2,2,30,0,0,0,0,0,0,89009,71169,67528,64238,65521,65829,3071,2390,2311,2330,2392,2504
n1000-575,80000,2,1,2,29,2,2,0,0,2,0,25248,24549,26823,29157,28389,29036,0,3000,2780,0,1100,1500
n1000-576,1.00E+05,2,3,1,41,1,2,0,0,0,0,77208,75377,77044,78333,78130,77761,0,3475,3263,2805,2888,2680
n1000-577,230000,2,2,2,30,0,0,0,0,0,0,62988,63056,63741,64096,64473,64927,2847,2303,2284,2280,2345,2333
n1000-578,20000,2,3,2,39,0,0,0,2,2,3,8720,12241,16020,16457,20906,20289,4000,4000,1000,4750,0,600
n1000-579,430000,2,3,2,30,0,0,0,0,0,0,200364,147550,106901,81257,83264,62618,6215,3050,2511,5110,2005,5046
n1000-580,5.00E+05,2,3,1,41,0,0,0,0,0,0,119455,120499,124836,37334,34944,24355,7012,10522,6133,24408,122,17398
n1000-581,210000,2,1,1,38,1,-2,-1,-1,-1,-1,0,0,517,-1,932,1066,0,517,0,933,1066,462
n1000-582,80000,2,2,1,29,2,2,2,2,2,2,72674,74192,72464,76613,77908,76034,3300,0,6000,3100,0,4200
n1000-583,30000,2,2,2,39,0,0,0,2,0,0,28144,27470,30698,28981,27673,27826,2000,4000,0,1000,1000,0
n1000-584,130000,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
n1000-585,20000,2,2,1,46,1,2,0,0,0,0,13254,12749,13834,14894,15050,16251,0,1600,1600,700,1601,1620
n1000-586,30000,2,2,2,42,-1,-1,2,-1,-1,-1,836,1672,836,390,390,390,1672,0,390,390,390,0
n1000-587,60000,2,2,1,48,0,0,0,0,0,0,50806,50980,51874,51808,16941,17295,2000,2100,1400,600,1000,1000
n1000-588,50000,2,2,2,42,0,0,0,0,0,0,48080,48062,48667,49311,24663,24854,1763,2112,1756,324,336,351
n1000-589,170000,2,2,1,40,2,-1,2,-1,-1,-1,193,3760,3500,7190,9000,0,3760,0,7190,9000,0,0
n1000-590,440000,2,3,1,49,0,0,0,0,0,0,386288,367400,347445,354373,307773,293357,14453,12611,13022,10572,10270,10722
n1000-591,80000,2,2,2,31,0,0,2,0,0,2,51160,54207,52775,53906,60099,61402,4500,0,2000,7100,2400,0
n1000-592,360000,2,2,1,33,0,0,0,-2,-2,-2,11596,11775,0,0,0,0,1058,0,0,0,0,0
n1000-593,170000,2,2,2,39,0,0,0,0,0,0,161277,162706,166677,167049,38377,33668,5856,7424,7169,1241,1187,1396
n1000-594,440000,2,1,1,40,0,0,0,0,0,0,416044,424528,434015,434419,393135,385578,16500,17500,17000,14500,14500,13500
n1000-595,280000,2,1,1,41,0,0,0,0,0,0,96590,99755,81244,81193,82470,49630,5000,3000,3007,5000,2000,1700
n1000-596,120000,2,1,2,34,-1,-1,-2,-1,2,0,17067,0,0,7304,7154,9055,0,0,7304,0,5000,1857
n1000-597,10000,2,3,1,51,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
n1000-598,130000,2,3,2,55,0,0,0,0,0,0,116336,121544,128243,115204,101158,95895,10063,20000,10009,10000,5000,5000
n1000-599,50000,2,2,2,53,0,0,0,0,0,0,51320,50602,50095,34120,33235,32377,1952,1979,1495,1144,1165,946
